ID,APLICACIÓN,AREA,SUB_ÁREA,DENOMINACIÓN,EUROS,Column6,Column7,FID
491,33522617,CULTURA,ARTES ESCÉNICAS,UNA ISLA EN ESCENA,11534,,,510
492,33522618,CULTURA,ARTES ESCÉNICAS,"ÓPERA ""DIDO Y ENEA""",3000,,,511
493,33546200,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. EL PASO FORMACIÓN TEATRAL,4000,,,512
494,33546201,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. LOS LLANOS DE ARIDANE FORMACIÓN TEATRAL,4000,,,513
495,33546202,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. TAZACORTE FORMACIÓN TEATRAL,4000,,,514
496,33546203,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN AYTO. BREÑA ALTA XII FESTIVAL DE CUENTOS,3200,,,515
497,33547901,CULTURA,ARTES ESCÉNICAS,SUBVENCIÓN ARTIFEX PRODUCC. ARTÍSTICAS FESTIVAL ZARZUELA,8000,,,516
498,33547902,CULTURA,ARTES ESCÉNICAS,"SUBVENCIÓN FESTIVALITO CHUKUMI STUDIO, S.L.",37000,,,517
499,33548900,CULTURA,ARTES ESCÉNICAS,"SUBVENCIÓN ACAPO CICLO MÚSICA DE CÁMARA ""JERÓNIMO SAAVEDRA ACEVEDO""",70000,,,518
500,33548901,CULTURA,ARTES ESCÉNICAS,"SUBVENCIÓN TROVASIETA, S.L. CONCIERTO NAVIDAD",3500,,,519
701,41022612,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",PROMOCIÓN GASTRONÓMICA DE PRODUCTOS DE LA PALMA,31000,,,520
702,41022699,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",GASTOS DIVERSOS AGRICULTURA,10000,,,521
703,41022706,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",PRESTACIÓN SERVICIOS,63095,,,522
704,41022709,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",MANTENIMIENTO JARDINES DEPENDENCIAS AGRICULTURA,3022.43,,,523
401,33013000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,170898.88,,,524
705,41062500,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",MOBILIARIO Y ENSERES ,3000,,,525
706,41062700,"AGRICULTURA, GANADERIA Y PESCA","ADMINISTRACIÓN GENERAL DE AGRICULTURA, GANADERIA Y PESCA",OTRAS INVERSIONES,3000,,,526
707,41262700,"AGRICULTURA, GANADERIA Y PESCA",MEJORAS DE LAS ESTRUCTURAS AGROPECUARIAS Y DE LOS SISTEMAS PRODUCTIVOS,INVERSIONES PLAN FORRAJERO,50000,,,527
708,41262701,"AGRICULTURA, GANADERIA Y PESCA",MEJORAS DE LAS ESTRUCTURAS AGROPECUARIAS Y DE LOS SISTEMAS PRODUCTIVOS,"EQUIPAMIENTO Y PUESTA EN FUNCIONAMIENTO ""SECADERO DE TABACO"" BREÑA ALTA",15000,,,528
709,41262704,"AGRICULTURA, GANADERIA Y PESCA",MEJORAS DE LAS ESTRUCTURAS AGROPECUARIAS Y DE LOS SISTEMAS PRODUCTIVOS,OTRAS INVERSIONES,15000,,,529
710,41276200,"AGRICULTURA, GANADERIA Y PESCA",MEJORAS DE LAS ESTRUCTURAS AGROPECUARIAS Y DE LOS SISTEMAS PRODUCTIVOS,SUBV. AYTO. BARLOVENTO TERMINACIÓN AGROMERCADO,35000,,,530
711,41278901,"AGRICULTURA, GANADERIA Y PESCA",MEJORAS DE LAS ESTRUCTURAS AGROPECUARIAS Y DE LOS SISTEMAS PRODUCTIVOS,SUBV. ISONORTE COMPOSTAJE,30000,,,531
712,41321300,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,REPARACIÓN MAQUINARIA GANADERÍA,1500,,,532
713,41322104,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,VESTUARIO,650,,,533
714,41322105,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,MANUTENCIÓN DE ANIMALES,36032,,,534
715,41322106,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,PRODUCTOS FARMACÉUTICOS GANADERÍA,500,,,535
716,41322107,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SEMILLAS GANADERÍA,500,,,536
717,41322699,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,OTROS GASTOS DIVERSOS FINCA EXPERIMENTAL,7000,,,537
718,41322709,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SERVICIO COMPOSTAJE FINCA,15000,,,538
719,41346200,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. BREÑA ALTA FERIA GANADERA,2500,,,539
720,41346201,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. GARAFÍA FERIA GANADERA,2500,,,540
721,41346202,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. LOS LLANOS DE ARIDANE FERIA GANADERA,2500,,,541
722,41346203,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. PUNTALLANA FERIA GANADERA,2500,,,542
723,41346204,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,SUBVENCIÓN AYTO. EL PASO FERIA GANADERA,2500,,,543
724,41348900,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,CONVENIO AVAPAL CENTRO TESTAJE,25000,,,544
725,41362400,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,ADQUISICIÓN VEHICULO GRANJA,32000,,,545
726,41362900,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,ADQUISICIÓN ANIMALES,2500,,,546
727,41363200,"AGRICULTURA, GANADERIA Y PESCA",GANADERÍA,OBRAS FINCA Y ADQUISIC. MAQUIN.,10000,,,547
728,41448903,"AGRICULTURA, GANADERIA Y PESCA",DESARROLLO RURAL,SUBVENCIÓN ADER GASTOS DE FUNCIONAMIENTO,145000,,,548
729,41621300,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,REPARACIÓN MAQUINARIA,10700,,,549
730,41622104,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,VESTUARIO,200,,,550
731,41622107,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,MATERIAL TÉCNICO LABORATORIO,16000,,,551
732,41642500,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,CONV. CONSEJO SUPERIOR INVESTIG. CIENTÍFICAS PLAN DE TRANSFERENCIAS DE CONOCIMIENTOS,80000,,,552
733,41662300,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,ADQUISICIÓN DE MAQUINARIA Y OBRAS,10000,,,553
734,41662600,"AGRICULTURA, GANADERIA Y PESCA",LABORATORIO,EQUIPOS PROCESO DE INFORMACIÓN,1000,,,554
735,41720300,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,"ARRENDAMIENTOS DE MAQUINARIA, INSTAL. Y UTILLAJE",100,,,555
736,41721200,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,CONSERVACIÓN Y REPARACIÓN EDIFICIOS,6000,,,556
737,41721300,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,CONSERVACIÓN Y REPARACIÓN MAQUINARIA,11000,,,557
738,41722104,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,VESTUARIO,1500,,,558
551,33846219,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. BARLOVENTO FIESTA MOROS Y CRISTIANOS B.I.C.,5000,,,559
620,34144903,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,APORTACIÓN SODEPAL: LA PALMA ECUESTRE ,25000,,,560
739,41722199,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,SUMINISTROS VARIOS,7000,,,561
740,41722300,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,CENTRAL TRANSPORTES,1500,,,562
741,41722400,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,PRIMA SEGURO,3204,,,563
742,41722699,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,GASTOS DIVERSOS CENTRAL,3500,,,564
743,41762700,"AGRICULTURA, GANADERIA Y PESCA",CENTRAL HORTOFRUTÍCOLA,INVERSIONES CENTRAL HORTOFRUTÍCOLA,15000,,,565
744,41922108,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",CAMPAÑA DESRATIZACIÓN Y CONTROL DE PLAGAS,70000,,,566
745,41922709,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SERVICIO PARTES METEOROLÓGICOS Y CONTROL PLAGAS,1000,,,567
746,41944900,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN SODEPAL PROYECTO CENTRO AGRODIVERSIDAD,65692.49,,,568
747,41944901,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN SODEPAL PROYECTO MARÍTIMO PESQUERO,110937.34,,,569
748,41944902,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",APORTACIÓN SODEPAL PROYECTO PLANIFICACIÓN Y COMERCIALIZACIÓN,335948.73,,,570
749,41947901,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA",SUBV. C.R.D.O. QUESO PALMERO. PROMOCIÓN QUESO PALMERO,20000,,,571
750,41947904,"AGRICULTURA, GANADERIA Y PESCA","OTRAS ACTUACIONES EN AGRICULTURA,GANADERÍA Y PESCA","SUBV. C.R.D.O. DEL VINO DE LA PALMA, PROMOCIÓN VINOS DE LA PALMA",20000,,,572
501,33548902,CULTURA,ARTES ESCÉNICAS,SUBV. ASOC. CULTURAL FOLKLORICA TAJADRE. CONCIERTO NAVIDAD,4000,,,573
502,33548903,CULTURA,ARTES ESCÉNICAS,"SUBV. PARRANDA LA PALMA ""AYER, HOY Y SIEMPRE""",4500,,,574
402,33013002,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,OTRAS REMUNERACIONES,250323.22,,,575
403,33015000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,PRODUCTIVIDAD,4401.08,,,576
404,33016000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SEGURIDAD SOCIAL,256761.24,,,577
405,33022000,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,CULTURA MATERIAL DE OFICINA,1000,,,578
406,33022001,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,"PRENSA, REVISTAS, LIBROS Y PUBLICACIONES",4000,,,579
407,33022003,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,SUMINISTRO MATERIAL CULTURA,3000,,,580
408,33022300,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,TRANSPORTES Y MENSAJERÍA,3000,,,581
409,33022602,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,PUBLICIDAD Y PROPAGANDA CULTURA,6000,,,582
410,33022603,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,PUBLICACIONES EN DIARIOS OFICIALES,1500,,,583
411,33022699,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,GASTOS DIVERSOS CULTURA,9800,,,584
412,33022706,CULTURA,ADMINISTRACIÓN GENERAL CULTURA,FONDO PUBLICACIONES Y COEDICIÓN CABILDO INSULAR,25000,,,585
413,33222000,CULTURA,BIBLIOTECAS Y ARCHIVOS,MATERIAL DE OFICINA ,600,,,586
414,33222001,CULTURA,BIBLIOTECAS Y ARCHIVOS,"PRENSA, REVISTAS, LIBROS Y OTROS",5890,,,587
415,33222107,CULTURA,BIBLIOTECAS Y ARCHIVOS,MATERIAL DE TRABAJO ARCHIVERO,500,,,588
416,33222700,CULTURA,BIBLIOTECAS Y ARCHIVOS,TRATAMIENTO DE PLAGAS,3815,,,589
417,33246201,CULTURA,BIBLIOTECAS Y ARCHIVOS,SUBV. BIBLIOTECAS MUNICIPALES.FOMENTO LECTURA,26000,,,590
418,33248900,CULTURA,BIBLIOTECAS Y ARCHIVOS,LA COSMOLÓGICA APORTACIÓN GASTOS FUNCIONAMIENTO,40000,,,591
419,33262700,CULTURA,BIBLIOTECAS Y ARCHIVOS,REDACCIÓN PROYECTO NUEVO EDIFICIO ARCHIVO Y BIBLIOTECA INSULAR,80000,,,592
420,33322000,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,MATERIAL DE OFICINA,500,,,593
421,33322104,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,UNIFORME PERSONAL MUSEOS,1900,,,594
422,33322610,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,GASTOS DIVERSOS CENTRO DE VISITANTES EL TENDAL,3200,,,595
423,33322611,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ACTOS X ANIVERSARIO MUSEO ARQUEOLÓGICO,8000,,,596
424,33322699,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,OTROS GASTOS DIVERSOS MUSEOS,6000,,,597
425,33322706,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ESTUDIOS Y TRABAJOS TÉCNICOS,4000,,,598
426,33322707,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ELABORACIÓN INVENTARIO MUSEO ARQUEOLÓGICO,2000,,,599
427,33348901,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,SUBVENCIÓN ORDEN FRANCISCANA SEGLAR GASTOS FUNCIONAMIENTO,3980,,,600
428,33348902,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,SUBV. PARROQUIA NTA. SRA. DE LAS NIEVES VIDEO HISTORIA SANTUARIO LAS NIEVES,20000,,,601
429,33362500,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,MOBILIARIO Y ENSERES,3500,,,602
430,33362600,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,EQUIPOS PARA PROCESOS DE INFORMACION,700,,,603
431,33362700,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,"ADQUISICIÓN BIENES INTERÉS HISTÓRICO, ARTÍSTICOS O ETNOGRÁFICOS",20000,,,604
432,33362701,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,PROYECTO AUDITORIO INSULAR,390793.8,,,605
433,33362702,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,OBRA Y EQUIPAMIENTO MUSEO ,17000,,,606
434,33362703,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ACTUACIONES MUSEISTICAS Y CULTURALES,127220.05,,,607
435,33362704,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,ESCULTURA CONMEMORACIÓN 250 ANIVERSARIO PLEITO REGIDORES,210000,,,608
436,33362706,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,PROYECTOS DE MEJORA ACCESIBILIDAD MUSEOS Y CENTRO CULTURALES,8000,,,609
437,33362707,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,REMODELACIÓN ZONA EXPOSITIVA MUSEO ARQUEOLÓGICO,25000,,,610
438,33376200,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,SUBV. AYTO. LOS LLANOS DE ARIDANE ADQUISICIÓN ESCULTURA JULIO NIETO,25000,,,611
439,33378900,CULTURA,EQUIPAMIENTOS CULTURALES Y MUSEOS,SUBV. PARROQUIA NTA. SRA. DE LAS NIEVES OBRAS ADECUACIÓN MUSEO,50000,,,612
440,33422001,CULTURA,PROMOCIÓN CULTURAL,ADQUISICIÓN LIBRO HISTORIA ALVARO RODRÍGUEZ LÓPEZ,1137,,,613
441,33422602,CULTURA,PROMOCIÓN CULTURAL,PUBLICIDAD Y PROPAGANDA,9000,,,614
442,33422611,CULTURA,PROMOCIÓN CULTURAL,EXPOSICIONES CULTURALES,47000,,,615
443,33422612,CULTURA,PROMOCIÓN CULTURAL,FERIA DEL LIBRO CULTURA,4000,,,616
444,33422614,CULTURA,PROMOCIÓN CULTURAL,VI FERIA INSULAR DE ARTE,10000,,,617
445,33422616,CULTURA,PROMOCIÓN CULTURAL,GASTOS ORGANIZACIÓN PREMIOS CULTURA,10000,,,618
446,33422617,CULTURA,PROMOCIÓN CULTURAL,OTRAS ACTIVIDADES CULTURALES                 ,72800,,,619
447,33422618,CULTURA,PROMOCIÓN CULTURAL,CREAMOS EN LA PALMA,50000,,,620
448,33422619,CULTURA,PROMOCIÓN CULTURAL,IV FERIA CULTURAS DEL MUNDO - PUNTAGORDA,16800,,,621
449,33422620,CULTURA,PROMOCIÓN CULTURAL,ENCUENTO DE BANDAS DE MÚSICA SANTA CECILIA,4000,,,622
450,33422621,CULTURA,PROMOCIÓN CULTURAL,ENCUENTRO DE MÚSICA Y DANZA DE NAVIDAD,6000,,,623
503,33548904,CULTURA,ARTES ESCÉNICAS,SUBV.ANIVERSARIO ASOCIACIÓN CULTURAL VIRGEN DE LAS NIEVES,1430,,,624
504,33548905,CULTURA,ARTES ESCÉNICAS,"SUBV. AMY PRODUCCIONES, S.L. MONTAJE TEATRAL HOMENAJE FÉLIX FRANCISCO CASANOVA",18000,,,625
505,33548906,CULTURA,ARTES ESCÉNICAS,SUBV. ASOC. CULTURAL FOLKLORICA TAJADRE. GRABACIÓN DISCO CANTA LA PALMA,10000,,,626
506,33548907,CULTURA,ARTES ESCÉNICAS,SUBV. FRANCISCO RODRÍGUEZ GRABACIÓN DISCO,8000,,,627
507,33548908,CULTURA,ARTES ESCÉNICAS,SUBV. SANDRA LORENZO EDICIÓN LIBRO DE CUENTO TINGUARA,2400,,,628
508,33548909,CULTURA,ARTES ESCÉNICAS,SUBV. CREACIÓN AUDIOVISUAL,25000,,,629
509,33548910,CULTURA,ARTES ESCÉNICAS,SUBV.  GRUPO DE FARSA (MAZO) PROMPCIÓN Y ESCUELA DE TEATRO,2500,,,630
510,33622000,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,MATERIAL DE OFICINA ,400,,,631
511,33622103,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,COMBUSTIBLE,200,,,632
512,33622107,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,MATERIAL FUNGIBLE,2600,,,633
513,33622606,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,JORNADAS DE ARQUEOLOGÍA,3000,,,634
514,33622610,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,DIETAS MIEMBROS COMISIÓN PATRIMONIO HISTORICO,1515,,,635
621,34144904,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,APORTACIÓN SODEPAL: TRANSVULCANIA BIKE,90000,,,636
515,33622699,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,OTROS GASTOS DIVERSOS TALLER,1000,,,637
516,33622707,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,ESTUDIOS Y TRABAJOS TÉCNICOS,10000,,,638
517,33622709,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,EXCAVACIONES ARQUEOLÓGICAS,9000,,,639
518,33622710,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,ELABORACIÓN CARTAS ARQUEOLÓGICAS Y ETNOGRÁFICAS,9000,,,640
519,33622711,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,CONVENIO CON EL CICOP,2000,,,641
520,33622712,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,MEJORAS EN ZONAS ARQUEOLÓGICAS,4000,,,642
521,33622713,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,RESTAURACIÓN DE PIEZAS FOTOGRÁFICAS CONSERVADAS EN EL ARCHIVO INSULAR,8000,,,643
522,33622714,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,RECUPERACIÓN FONDOS DOCUMENTALES DEL CENTRO DE DOCUMENTACIÓN MEMORÍA HISTÓRICA 1ª FASE,7500,,,644
523,33622715,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,DINAMIZACIÓN DEL MAB,9000,,,645
524,33648900,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBV. OBISPADO INFORMATIZACIÓN LIBROS BAUTISMALES,10000,,,646
525,33648902,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBV. IGLESIA NTRA. SRA. DE BONANZA ACONDICIONAMIENTO CASA DEL ALFÉREZ ,9000,,,647
526,33648904,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBV. ASOC. MEMORIA HISTÓRICA LA PALMA IDENTIF. RESTOS Y GTOS FUNCION,15000,,,648
527,33662700,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,CENTRO DE VISITANTES DE BURACAS,15000,,,649
528,33662702,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,ACONDICIONAMIENTO EXTERIORES CASA PINTO,91851,,,650
529,33665000,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,CENTRO VISITANTES EL TENDAL MEJORA ACCESIBILIDAD,20000,,,651
530,33676200,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBV. AYTO. SAN ANDRÉS Y SAUCES REDACCIÓN PROYECTO BÁSICO Y EJECUCIÓN PRIMERA FASE URBANIZACIÓN CONJUNTO HISTÓRICO SAN ANDRÉS,86000,,,652
531,33678901,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBV. IGLESIA DE SAN NICOLAS DE BARI REMODELACIÓN ENTORNO BIC IGLESIA,90000,,,653
532,33678902,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBVENCIÓN OBISPADO PARA RESTAURACIÓN DE BIENES MUEBLES E INMUEBLES,600000,,,654
533,33678903,CULTURA,ARQUEOLOGÍA Y PROTECCIÓN DEL PATRIMONIO HIST-ART,SUBV. OBISPADO OBRAS EXTERIORES CENTRO VISITANTES EL TENDAL,106853,,,655
534,33822610,CULTURA,FIESTAS POPULARES Y FESTEJOS,ACTUACIONES CULTURALES EN FIESTAS POPULARES,25000,,,656
535,33846201,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. S/C DE LA PALMA FIESTA INDIANOS,20000,,,657
536,33846202,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. TIJARAFE FIESTA VALOR ETNOGRÁFICO DANZA DEL DIABLO,2000,,,658
537,33846204,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. TAZACORTE FIESTA VALOR ETNOGRÁFICO SAN MIGUEL Y CABALLOS FUFOS,1500,,,659
538,33846205,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. EL PASO FIESTA VALOR ETNOGRÁFICO CORAZÓN DE JESÚS,1500,,,660
539,33846206,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. FUENCALIENTE FIESTA VALOR ETNOGRÁFICO VENDIMIA - CABALLOS FUSCOS,1500,,,661
540,33846207,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. VILLA DE MAZO FIESTA VALOR ETNOGRÁFICO CORPUS CHRISTI,1500,,,662
541,33846208,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. BREÑA BAJA FIESTA VALOR ETNOGRÁFICO CRUCES,1500,,,663
542,33846209,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. BREÑA ALTA FIESTA VALOR ETNOGRÁFICO CRUCES,1500,,,664
543,33846210,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. S/C DE LA PALMA FIESTA VALOR ETNOGRÁFICO MAYOS,1000,,,665
544,33846212,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. DE TAZACORTE PARA LA ORGANIZACIÓN FIESTA PATRÓN INSULAR,2000,,,666
552,33846220,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYUNTAMIENTO DE EL PASO CONCIERTO JOAQUIN SABINA,30000,,,667
545,33846213,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. EL PASO FESTIVAL DE PASO,8000,,,668
546,33846214,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. LOS LLANOS FIESTA DEL AGUA,12000,,,669
547,33846215,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. S/C DE LA PALMA HOLI FESTIVAL,6000,,,670
548,33846216,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. EL PASO FIESTA TRIENAL NTRA. SRA. DEL PINO,15000,,,671
549,33846217,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. LOS LLANOS FESTIVAL MUSICAL JAZZ HEINEKEN & MAS,8500,,,672
550,33846218,CULTURA,FIESTAS POPULARES Y FESTEJOS,SUBV. AYTO. LOS LLANOS CONTIGO AL MEDIODIA,18000,,,673
622,34146200,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PLAN PROMOCIÓN DEPORTIVA BÁSICA MONITORES,360592.14,,,674
623,34146201,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,PLAN PROMOCIÓN DEPORTIVA COLECTIVOS ATENCIÓN ESPECIAL,28000,,,675
624,34146202,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO PROMOCIÓN DEPORTIVA BÁSICA MATERIAL DEPORTIVO,45730.42,,,676
625,34146203,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO PROMOCIÓN DEPORTIVA BÁSICA INDUMENTARIA DEPORTIVA,62958.93,,,677
626,34146204,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIÓN EVENTOS DEPORTIVOS AYUNTAMIENTOS,30000,,,678
627,34148900,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,SUBVENCIONES AYUDAS AL DEPORTE,309000,,,679
628,34148901,DEPORTES,PROMOCIÓN Y FOMENTO DEL DEPORTE,CONVENIO ASOC. AMIGOS DEL DOMINÓ DE LA PALMA. LIGA INSULAR,3000,,,680
